dr_no,area_name,crm_cd,crm_cd_desc,vict_age,vict_sex,vict_descent,premis_desc,status_desc
212017860,Olympic,354.0,THEFT OF IDENTITY,37.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
210109564,Central,624.0,BATTERY - SIMPLE ASSAULT,21.0,M,H,MTA BUS,Invest Cont
220507412,Harbor,624.0,BATTERY - SIMPLE ASSAULT,33.0,F,W,PARKING LOT,Invest Cont
211004701,West Valley,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,35.0,M,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Arrest
201009359,West Valley,354.0,THEFT OF IDENTITY,40.0,M,O,MARKET,Adult Other
200707254,Wilshire,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),38.0,M,H,STREET,Adult Arrest
201319622,Newton,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,44.0,M,H,SIDEWALK,Invest Cont
202110461,Topanga,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,33.0,F,O,SINGLE FAMILY DWELLING,Adult Arrest
211809527,Southeast,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),45.0,M,H,VEHICLE PASSENGER/TRUCK,Invest Cont
201609467,Mission,354.0,THEFT OF IDENTITY,46.0,M,W,MARKET,Adult Arrest
210209906,Rampart,330.0,BURGLARY FROM VEHICLE,17.0,F,H,STREET,Adult Arrest
200608186,Hollywood,341.0,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,45.0,M,W,PORCH RESIDENTIAL,Invest Cont
201014403,West Valley,310.0,BURGLARY,71.0,M,O,SINGLE FAMILY DWELLING,Invest Cont
200106527,Central,480.0,BIKE - STOLEN,27.0,M,W,STREET,Invest Cont
210917556,Van Nuys,624.0,BATTERY - SIMPLE ASSAULT,27.0,M,H,STREET,Invest Cont
210320862,Southwest,440.0,THEFT PLAIN - PETTY ($950 & UNDER),89.0,M,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
210714275,Wilshire,330.0,BURGLARY FROM VEHICLE,59.0,M,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
231608249,Foothill,812.0,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),10.0,F,H,SINGLE FAMILY DWELLING,Juv Other
211509289,N Hollywood,310.0,BURGLARY,70.0,M,O,SINGLE FAMILY DWELLING,Invest Cont
210406984,Hollenbeck,310.0,BURGLARY,31.0,M,H,SINGLE FAMILY DWELLING,Invest Cont
220415479,Hollenbeck,354.0,THEFT OF IDENTITY,49.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
201810076,Southeast,210.0,ROBBERY,31.0,M,H,STREET,Adult Arrest
201907245,Mission,350.0,THEFT PERSON,53.0,M,H,STREET,Invest Cont
210415874,Hollenbeck,354.0,THEFT OF IDENTITY,20.0,M,H,AUTOMATED TELLER MACHINE (ATM),Invest Cont
222113664,Topanga,310.0,BURGLARY,21.0,M,H,SINGLE FAMILY DWELLING,Invest Cont
200707053,Wilshire,946.0,OTHER MISCELLANEOUS CRIME,41.0,M,H,SINGLE FAMILY DWELLING,Invest Cont
221712309,Devonshire,354.0,THEFT OF IDENTITY,50.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
212107306,Topanga,343.0,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),50.0,M,W,CLOTHING STORE,Invest Cont
210317279,Southwest,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,35.0,F,H,RESTAURANT/FAST FOOD,Invest Cont
200317330,Southwest,480.0,BIKE - STOLEN,24.0,M,O,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
210706681,Wilshire,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),53.0,M,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
202112216,Topanga,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),23.0,F,A,STREET,Invest Cont
211510299,N Hollywood,956.0,LETTERS LEWD  -  TELEPHONE CALLS LEWD,36.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Arrest
200317789,Southwest,341.0,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,28.0,F,B,SINGLE FAMILY DWELLING,Invest Cont
221418033,Pacific,330.0,BURGLARY FROM VEHICLE,43.0,M,B,SIDEWALK,Invest Cont
212008970,Olympic,210.0,ROBBERY,41.0,F,O,STREET,Invest Cont
211507742,N Hollywood,341.0,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,62.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
200511252,Harbor,250.0,SHOTS FIRED AT MOVING VEHICLE TRAIN OR AIRCRAFT,20.0,F,H,STREET,Invest Cont
201908317,Mission,946.0,OTHER MISCELLANEOUS CRIME,32.0,F,H,STREET,Invest Cont
211215743,77th Street,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,35.0,F,B,SINGLE FAMILY DWELLING,Adult Other
210912800,Van Nuys,354.0,THEFT OF IDENTITY,24.0,M,W,AUTO DEALERSHIP (CHEVY FORD BMW MERCEDES ETC.),Invest Cont
210708460,Wilshire,341.0,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,41.0,M,O,CONSTRUCTION SITE,Invest Cont
211309661,Newton,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,50.0,M,H,PARKING LOT,Invest Cont
200710960,Wilshire,310.0,BURGLARY,86.0,F,W,PARKING LOT,Invest Cont
210620017,Hollywood,956.0,LETTERS LEWD  -  TELEPHONE CALLS LEWD,34.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
210713639,Wilshire,341.0,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,34.0,M,O,PORCH RESIDENTIAL,Invest Cont
201226188,77th Street,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),23.0,F,B,STREET,Invest Cont
211709214,Devonshire,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),48.0,M,H,PARKING LOT,Invest Cont
211304033,Newton,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,32.0,F,H,SINGLE FAMILY DWELLING,Adult Other
201109783,Northeast,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),75.0,F,W,STREET,Invest Cont
201213063,77th Street,956.0,LETTERS LEWD  -  TELEPHONE CALLS LEWD,88.0,F,B,SINGLE FAMILY DWELLING,Invest Cont
201413617,Pacific,330.0,BURGLARY FROM VEHICLE,41.0,M,O,GARAGE/CARPORT,Adult Arrest
200216178,Rampart,624.0,BATTERY - SIMPLE ASSAULT,17.0,M,H,MTA BUS,Invest Cont
210411186,Hollenbeck,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,34.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Arrest
220208131,Rampart,812.0,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),11.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
201320989,Newton,812.0,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),9.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
210107822,Central,440.0,THEFT PLAIN - PETTY ($950 & UNDER),28.0,M,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
210609553,Hollywood,815.0,SEXUAL PENETRATION W/FOREIGN OBJECT,20.0,F,W,SINGLE FAMILY DWELLING,Adult Other
230113339,Central,330.0,BURGLARY FROM VEHICLE,41.0,F,B,PARKING LOT,Invest Cont
210615269,Hollywood,901.0,VIOLATION OF RESTRAINING ORDER,44.0,F,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
200107408,Central,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,25.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Arrest
212012742,Olympic,440.0,THEFT PLAIN - PETTY ($950 & UNDER),47.0,M,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
210409662,Hollenbeck,440.0,THEFT PLAIN - PETTY ($950 & UNDER),34.0,M,H,OTHER BUSINESS,Invest Cont
221913981,Mission,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,27.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Arrest
201613486,Foothill,210.0,ROBBERY,44.0,M,W,SINGLE FAMILY DWELLING,Adult Arrest
201008873,West Valley,354.0,THEFT OF IDENTITY,33.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
211116493,Northeast,662.0,BUNCO GRAND THEFT,35.0,F,W,SINGLE FAMILY DWELLING,Invest Cont
200108083,Central,440.0,THEFT PLAIN - PETTY ($950 & UNDER),64.0,M,B,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,Adult Other
201610534,Foothill,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),23.0,F,H,PARKING LOT,Invest Cont
212009884,Olympic,354.0,THEFT OF IDENTITY,29.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
201615380,Foothill,310.0,BURGLARY,54.0,M,W,SINGLE FAMILY DWELLING,Adult Arrest
210307599,Southwest,480.0,BIKE - STOLEN,21.0,F,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
210613520,Hollywood,350.0,THEFT PERSON,25.0,F,W,SIDEWALK,Invest Cont
200406672,Hollenbeck,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,69.0,M,H,PARKING LOT,Invest Cont
200705020,Wilshire,350.0,THEFT PERSON,65.0,M,A,SINGLE FAMILY DWELLING,Invest Cont
200510107,Harbor,624.0,BATTERY - SIMPLE ASSAULT,35.0,M,W,GARAGE/CARPORT,Adult Other
211712234,Devonshire,901.0,VIOLATION OF RESTRAINING ORDER,59.0,F,O,SINGLE FAMILY DWELLING,Adult Arrest
201610213,Foothill,624.0,BATTERY - SIMPLE ASSAULT,60.0,F,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
200709702,Wilshire,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,33.0,M,J,OTHER BUSINESS,Invest Cont
220407927,Hollenbeck,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),75.0,M,X,MANUFACTURING COMPANY,Invest Cont
200315888,Southwest,480.0,BIKE - STOLEN,60.0,F,B,EQUIPMENT RENTAL,Invest Cont
210413551,Hollenbeck,121.0,RAPE FORCIBLE,60.0,F,H,OTHER RESIDENCE,Invest Cont
201605198,Foothill,330.0,BURGLARY FROM VEHICLE,38.0,F,H,STREET,Invest Cont
200122993,Central,343.0,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),38.0,M,H,OTHER BUSINESS,Adult Arrest
201319677,Newton,648.0,ARSON,68.0,F,X,STREET,Invest Cont
202109891,Topanga,210.0,ROBBERY,51.0,M,H,SIDEWALK,Invest Cont
200319258,Southwest,624.0,BATTERY - SIMPLE ASSAULT,31.0,M,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
201814161,Southeast,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),32.0,F,H,VEHICLE PASSENGER/TRUCK,Invest Cont
202106684,Topanga,440.0,THEFT PLAIN - PETTY ($950 & UNDER),56.0,M,W,OFFICE BUILDING/OFFICE,Invest Cont
210414591,Hollenbeck,330.0,BURGLARY FROM VEHICLE,19.0,F,H,PARKING LOT,Invest Cont
210708925,Wilshire,330.0,BURGLARY FROM VEHICLE,37.0,F,A,STREET,Invest Cont
212000700,Olympic,351.0,PURSE SNATCHING,25.0,F,O,SIDEWALK,Invest Cont
201816092,Southeast,210.0,ROBBERY,41.0,M,H,STREET,Invest Cont
201817792,Southeast,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),57.0,M,H,STREET,Invest Cont
211611519,Foothill,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,55.0,M,W,DRIVEWAY,Adult Other
201000847,West Valley,354.0,THEFT OF IDENTITY,32.0,M,B,STREET,Adult Arrest
201608258,Foothill,901.0,VIOLATION OF RESTRAINING ORDER,16.0,F,H,SINGLE FAMILY DWELLING,Juv Other
220508697,Harbor,354.0,THEFT OF IDENTITY,45.0,F,W,OTHER/OUTSIDE,Invest Cont
211214736,77th Street,354.0,THEFT OF IDENTITY,57.0,F,B,SINGLE FAMILY DWELLING,Invest Cont
200314785,Southwest,442.0,SHOPLIFTING - PETTY THEFT ($950 & UNDER),19.0,X,X,DRUG STORE,Invest Cont
211613120,Foothill,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),37.0,M,W,STREET,Invest Cont
222111456,Topanga,662.0,BUNCO GRAND THEFT,46.0,F,O,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
201813971,Southeast,210.0,ROBBERY,34.0,F,H,LAUNDROMAT,Invest Cont
210817824,West LA,310.0,BURGLARY,21.0,M,O,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
201807808,Southeast,624.0,BATTERY - SIMPLE ASSAULT,37.0,F,B,STREET,Invest Cont
201612291,Foothill,220.0,ATTEMPTED ROBBERY,32.0,M,H,STREET,Invest Cont
211405523,Pacific,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),36.0,F,W,STREET,Invest Cont
212016304,Olympic,354.0,THEFT OF IDENTITY,71.0,M,W,SINGLE FAMILY DWELLING,Invest Cont
210909818,Van Nuys,341.0,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,27.0,F,W,AMUSEMENT PARK*,Invest Cont
212109399,Topanga,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,42.0,M,H,SINGLE FAMILY DWELLING,Adult Other
212004981,Olympic,330.0,BURGLARY FROM VEHICLE,52.0,F,O,DRIVEWAY,Invest Cont
210620808,Hollywood,762.0,LEWD CONDUCT,33.0,F,W,ELEVATOR,Invest Cont
201016128,West Valley,902.0,VIOLATION OF TEMPORARY RESTRAINING ORDER,37.0,F,H,SINGLE FAMILY DWELLING,Adult Other
210515069,Harbor,761.0,BRANDISH WEAPON,47.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
201321466,Newton,761.0,BRANDISH WEAPON,37.0,M,H,SIDEWALK,Invest Cont
201916789,Mission,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),50.0,F,W,VEHICLE PASSENGER/TRUCK,Adult Other
202005391,Olympic,354.0,THEFT OF IDENTITY,47.0,M,A,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
210509235,Harbor,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),99.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
201313224,Newton,946.0,OTHER MISCELLANEOUS CRIME,78.0,M,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
202015737,Olympic,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,23.0,F,B,PARKING LOT,Invest Cont
200913279,Van Nuys,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,37.0,F,H,DRIVEWAY,Adult Arrest
211224414,77th Street,354.0,THEFT OF IDENTITY,34.0,M,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
210817713,West LA,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),22.0,F,W,PARKING UNDERGROUND/BUILDING,Invest Cont
220605733,Hollywood,354.0,THEFT OF IDENTITY,35.0,F,O,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
201214237,77th Street,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,29.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
202016574,Olympic,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,19.0,M,H,STREET,Adult Arrest
210606990,Hollywood,310.0,BURGLARY,37.0,M,H,CONDOMINIUM/TOWNHOUSE,Invest Cont
200319666,Southwest,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,21.0,F,B,STREET,Adult Arrest
201313019,Newton,110.0,CRIMINAL HOMICIDE,18.0,M,H,STREET,Invest Cont
201215975,77th Street,210.0,ROBBERY,38.0,F,H,ALLEY,Invest Cont
210806118,West LA,480.0,BIKE - STOLEN,50.0,F,W,GARAGE/CARPORT,Invest Cont
200316851,Southwest,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,23.0,M,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
200406517,Hollenbeck,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),47.0,F,H,PARKING LOT,Invest Cont
200319648,Southwest,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,31.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
201226849,77th Street,210.0,ROBBERY,55.0,F,H,SIDEWALK,Adult Arrest
200214033,Rampart,440.0,THEFT PLAIN - PETTY ($950 & UNDER),25.0,M,H,MAIL BOX,Invest Cont
200308914,Southwest,648.0,ARSON,41.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
201213221,77th Street,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,43.0,M,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
200710188,Wilshire,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,45.0,M,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Arrest
210619524,Hollywood,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),35.0,M,W,SINGLE FAMILY DWELLING,Invest Cont
212118005,Topanga,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,31.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
210409722,Hollenbeck,437.0,RESISTING ARREST,39.0,M,H,PARKING LOT,Adult Arrest
210412706,Hollenbeck,900.0,VIOLATION OF COURT ORDER,57.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
201705144,Devonshire,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),45.0,F,H,PARKING LOT,Invest Cont
201508728,N Hollywood,440.0,THEFT PLAIN - PETTY ($950 & UNDER),33.0,F,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
220813997,West LA,354.0,THEFT OF IDENTITY,51.0,F,W,SINGLE FAMILY DWELLING,Invest Cont
201220747,77th Street,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,53.0,M,B,STREET,Invest Cont
200715011,Wilshire,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,48.0,M,B,STREET,Invest Cont
210304419,Southwest,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,38.0,F,B,SINGLE FAMILY DWELLING,Adult Other
201115725,Northeast,900.0,VIOLATION OF COURT ORDER,27.0,M,H,STREET,Adult Other
210816257,West LA,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),40.0,M,O,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
201107471,Northeast,850.0,INDECENT EXPOSURE,36.0,M,O,STREET,Invest Cont
200122851,Central,624.0,BATTERY - SIMPLE ASSAULT,48.0,M,H,MTA BUS,Invest Cont
201710944,Devonshire,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),40.0,M,W,DRIVEWAY,Invest Cont
201812894,Southeast,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),28.0,F,H,VEHICLE PASSENGER/TRUCK,Invest Cont
200218449,Rampart,761.0,BRANDISH WEAPON,24.0,M,H,PARKING LOT,Adult Arrest
200514630,Harbor,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,55.0,M,W,GAS STATION,Invest Cont
210911986,Van Nuys,310.0,BURGLARY,62.0,M,W,SINGLE FAMILY DWELLING,Invest Cont
202115767,Topanga,624.0,BATTERY - SIMPLE ASSAULT,31.0,F,O,MARKET,Adult Other
201215061,77th Street,210.0,ROBBERY,27.0,M,O,STREET,Invest Cont
202112674,Topanga,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),27.0,F,W,PARKING LOT,Invest Cont
211008280,West Valley,354.0,THEFT OF IDENTITY,60.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
201917480,Mission,310.0,BURGLARY,34.0,F,H,PUBLIC STORAGE,Invest Cont
200817404,West LA,330.0,BURGLARY FROM VEHICLE,60.0,F,W,STREET,Invest Cont
200516389,Harbor,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),71.0,M,W,OTHER PREMISE,Invest Cont
211225738,77th Street,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),39.0,F,B,VEHICLE PASSENGER/TRUCK,Invest Cont
221604518,Foothill,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),33.0,F,H,SIDEWALK,Invest Cont
211015898,West Valley,320.0,BURGLARY ATTEMPTED,30.0,F,W,SINGLE FAMILY DWELLING,Invest Cont
200116488,Central,210.0,ROBBERY,43.0,F,W,PARKING UNDERGROUND/BUILDING,Adult Other
202013737,Olympic,310.0,BURGLARY,49.0,F,A,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
210600696,Hollywood,820.0,ORAL COPULATION,22.0,F,B,MOTEL,Invest Cont
201013677,West Valley,753.0,DISCHARGE FIREARMS/SHOTS FIRED,44.0,F,H,VEHICLE PASSENGER/TRUCK,Invest Cont
201512181,N Hollywood,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),30.0,F,W,PARKING LOT,Invest Cont
211807715,Southeast,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),43.0,M,K,PARKING LOT,Invest Cont
210310239,Southwest,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,45.0,F,W,PARKING LOT,Adult Arrest
211220963,77th Street,330.0,BURGLARY FROM VEHICLE,51.0,M,B,VEHICLE PASSENGER/TRUCK,Invest Cont
202104033,Topanga,901.0,VIOLATION OF RESTRAINING ORDER,14.0,M,H,SINGLE FAMILY DWELLING,Invest Cont
211708158,Devonshire,624.0,BATTERY - SIMPLE ASSAULT,64.0,F,H,SINGLE FAMILY DWELLING,Adult Other
211308144,Newton,624.0,BATTERY - SIMPLE ASSAULT,34.0,M,H,PARKING LOT,Invest Cont
221416522,Pacific,886.0,DISTURBING THE PEACE,68.0,F,B,SINGLE FAMILY DWELLING,Invest Cont
210813623,West LA,624.0,BATTERY - SIMPLE ASSAULT,37.0,M,O,GAS STATION,Invest Cont
200117991,Central,625.0,OTHER ASSAULT,24.0,M,H,STREET,Invest Cont
200617700,Hollywood,624.0,BATTERY - SIMPLE ASSAULT,22.0,F,B,HOTEL,Invest Cont
200513287,Harbor,341.0,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,36.0,M,H,SINGLE FAMILY DWELLING,Adult Other
200613845,Hollywood,330.0,BURGLARY FROM VEHICLE,31.0,F,H,STREET,Invest Cont
200906654,Van Nuys,440.0,THEFT PLAIN - PETTY ($950 & UNDER),56.0,M,B,SINGLE FAMILY DWELLING,Invest Cont
220116319,Central,442.0,SHOPLIFTING - PETTY THEFT ($950 & UNDER),24.0,M,H,CLOTHING STORE,Invest Cont
220113745,Central,624.0,BATTERY - SIMPLE ASSAULT,26.0,M,H,RESTAURANT/FAST FOOD,Invest Cont
210904367,Van Nuys,343.0,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),29.0,M,H,DEPARTMENT STORE,Invest Cont
210306078,Southwest,440.0,THEFT PLAIN - PETTY ($950 & UNDER),51.0,M,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
211804947,Southeast,330.0,BURGLARY FROM VEHICLE,41.0,F,B,SINGLE FAMILY DWELLING,Invest Cont
211204689,77th Street,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),29.0,F,B,VEHICLE PASSENGER/TRUCK,Invest Cont
211705348,Devonshire,354.0,THEFT OF IDENTITY,27.0,M,W,BAR/COCKTAIL/NIGHTCLUB,Invest Cont
221613026,Foothill,440.0,THEFT PLAIN - PETTY ($950 & UNDER),51.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
211704666,Devonshire,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,24.0,F,W,SINGLE FAMILY DWELLING,Adult Other
201104663,Northeast,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,38.0,F,B,MTA BUS,Adult Arrest
200915467,Van Nuys,210.0,ROBBERY,28.0,M,H,PARKING LOT,Adult Arrest
210512155,Harbor,901.0,VIOLATION OF RESTRAINING ORDER,31.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
200322397,Southwest,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),35.0,F,H,VEHICLE PASSENGER/TRUCK,Invest Cont
220214068,Rampart,624.0,BATTERY - SIMPLE ASSAULT,20.0,M,O,OTHER BUSINESS,Invest Cont
211224745,77th Street,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),61.0,F,B,SINGLE FAMILY DWELLING,Invest Cont
210609580,Hollywood,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),30.0,M,W,PARKING LOT,Invest Cont
221217505,77th Street,956.0,LETTERS LEWD  -  TELEPHONE CALLS LEWD,36.0,M,B,SINGLE FAMILY DWELLING,Invest Cont
211105786,Northeast,901.0,VIOLATION OF RESTRAINING ORDER,69.0,M,A,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Arrest
211819596,Southeast,210.0,ROBBERY,27.0,M,H,PARKING LOT,Adult Arrest
200100509,Central,330.0,BURGLARY FROM VEHICLE,29.0,M,A,STREET,Invest Cont
211214692,77th Street,354.0,THEFT OF IDENTITY,24.0,M,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
211311012,Newton,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),43.0,F,B,SINGLE FAMILY DWELLING,Invest Cont
201318366,Newton,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,21.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
201909050,Mission,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),24.0,M,H,SINGLE FAMILY DWELLING,Invest Cont
200716498,Wilshire,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,36.0,F,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
220706072,Wilshire,815.0,SEXUAL PENETRATION W/FOREIGN OBJECT,26.0,F,W,SINGLE FAMILY DWELLING,Invest Cont
201205459,77th Street,440.0,THEFT PLAIN - PETTY ($950 & UNDER),45.0,F,B,MOTEL,Invest Cont
